sampledate,EpiTemp,HypoTemp,Strat,Therm,EpiV,HypV,Discharge,PLoad,ObsPepi,MM_Pepi
2001-07-16,26.0162640115593,10.984636124212,True,6.028054906111983,213797591.75680006,290442011.4432,449941.0464,153025.1729866512,0.024,0.032415008001329654
2001-07-30,27.1690785511545,10.9951922571427,True,6.055985775478902,216565867.17836803,287673736.021632,363104.12159999995,112204.68158343743,0.036,0.023292434513368782
2001-08-13,27.6912359508824,11.0048562556785,True,6.107018044139009,216565867.17836803,287673736.021632,476792.6976,159785.94561156287,0.037,0.022160418176476796
2001-08-27,24.7560914522804,11.0241691232369,True,6.629248120229288,230407244.28620803,273832358.913792,586929.0240000001,226284.0072416179,0.048,0.024469782851866465
2001-09-26,17.4691980643325,11.1248725653219,True,9.20677522138195,299306543.66745603,204933059.53254402,1210696.3296,321887.0279576592,0.096,0.04743442969450237
2001-10-22,12.272312361751,11.4206284593021,False,1.0,56777379.32032001,447462223.87968004,802192.1184,147328.77345134114,0.147,0.1053683345610232
2001-11-26,8.12179880433609,8.11485824213923,False,1.0,56777379.32032001,447462223.87968004,643667.1264000001,101579.06010298751,0.136,0.0992665045674064
2002-03-28,3.51152020639871,3.51152020639871,False,1.0,56777379.32032001,447462223.87968004,741406.7808,183920.56764885507,0.103,0.09768268356436409
2002-04-08,3.87940059610095,3.87940059610095,False,1.0,56777379.32032001,447462223.87968004,1006817.7312,342596.6774923997,0.098,0.09738028650015
2002-04-24,8.60918940626073,8.35978819641831,False,1.0,56777379.32032001,447462223.87968004,906230.2464,323918.7471718963,0.076,0.09794209823464639
2002-05-06,9.70708972068602,9.41264497335779,False,1.0,56777379.32032001,447462223.87968004,910112.2848,351010.12060204125,0.086,0.09896245842573848
2002-05-20,12.153873569235,11.9933430729832,False,1.0,56777379.32032001,447462223.87968004,765111.6575999999,310983.42645308736,0.097,0.09960689264986361
2002-06-03,17.310855262022,13.1451399057958,True,4.864945675097074,182186811.03219205,322052792.167808,1260762.4512,605885.4909274292,0.081,0.09359199178375575
2002-06-18,22.1791085530355,13.1716009395623,True,5.091883154867952,188020863.24121606,316218739.958784,1204826.7456,545103.5706382348,0.069,0.07892207841552966
2002-07-01,27.9709090638083,13.1803062627038,True,4.915104460405751,182186811.03219205,322052792.167808,651015.792,258947.29152387654,0.033,0.05824460537490448
2002-07-15,27.1781664986698,13.1856820561265,True,5.489640402676039,199477187.02592003,304762416.17408,192230.8416,63025.69221440353,0.023,0.04434650693661795
2002-07-26,27.0440217440422,13.1893106701195,True,5.744597159447165,205205348.91827202,299034254.281728,343753.89119999995,110691.26167449311,0.027,0.03893652646482468
2002-08-12,26.1390601470614,13.1966353562762,True,6.036363938392025,213797591.75680006,290442011.4432,248317.6608,67956.19397700482,0.023,0.026350291831241848
2002-08-26,24.6674389859344,13.207902008199,True,6.2950135583021805,222102418.02150404,282137185.178496,214040.016,65514.38659241183,0.021,0.02284935665081748
2002-09-23,21.2292995210197,13.2327046537592,True,7.509897887537303,254893119.41760007,249346483.78239998,125754.50880000001,24714.639021150717,0.027,0.03835819227272562
2002-10-21,12.755772233292,12.7512634672102,False,1.0,56777379.32032001,447462223.87968004,179196.8832,26468.72321864832,0.126,0.14878057428193384
2002-11-18,7.68604203047452,7.67679051163992,False,1.0,56777379.32032001,447462223.87968004,133978.4064,17506.270629290884,0.099,0.14199231833505316
2003-01-21,2.004944626901,2.004944626901,False,1.0,56777379.32032001,447462223.87968004,237925.2096,27622.46198964096,0.091,0.1320879850356355
2003-04-03,3.57932179112813,3.57932179112813,False,1.0,56777379.32032001,447462223.87968004,397413.47520000004,101828.13637465729,0.083,0.13828651164306066
2003-04-14,4.46571310271298,4.30742078375936,False,1.0,56777379.32032001,447462223.87968004,446339.80799999996,126822.83999695486,0.084,0.13671086204386368
2003-04-28,8.18672600772626,8.04364029002771,False,1.0,56777379.32032001,447462223.87968004,355724.8704,106998.18787795106,0.051,0.13414400459145498
