"sampledate","depth","wtemp","o2","o2sat","deck","light","frlight"
"2013-09-30",8,19.1,7.9,90.5,NA,NA,NA
"2013-09-30",9,19.1,7.6,87.1,NA,NA,NA
"2013-09-30",10,18.9,7,79.9,NA,NA,NA
"2013-09-30",10.5,18.9,6.8,77.6,NA,NA,NA
"2013-09-30",11,18.8,6.3,71.8,NA,NA,NA
"2013-09-30",11.5,18.7,5.7,64.8,NA,NA,NA
"2013-09-30",12,18.3,4.8,54.1,NA,NA,NA
"2013-09-30",12.5,14.9,0.2,2.1,NA,NA,NA
"2013-09-30",13,13.6,0.2,2,NA,NA,NA
"2013-09-30",14,12.2,0.1,1,NA,NA,NA
"2013-09-30",15,11.3,0.1,1,NA,NA,NA
"2013-09-30",16,10.9,0.1,1,NA,NA,NA
"2013-09-30",17,10.7,0.1,1,NA,NA,NA
"2013-09-30",18,10.3,0.1,0.9,NA,NA,NA
"2013-09-30",19,10.1,0.1,0.9,NA,NA,NA
"2013-09-30",20,10,0.1,0.9,NA,NA,NA
"2013-09-30",21,9.9,0.1,0.9,NA,NA,NA
"2013-09-30",22,9.9,0.1,0.9,NA,NA,NA
"2013-09-30",23,9.8,0.1,0.9,NA,NA,NA
"2013-09-30",24,9.8,0.1,0.9,NA,NA,NA
"2013-09-30",24.3,9.8,0.1,0.9,NA,NA,NA
"2013-10-29",0,11.5,8.9,86.6,NA,NA,NA
"2013-10-29",1,11.5,8.7,84.7,NA,NA,NA
"2013-10-29",2,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",3,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",4,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",5,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",6,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",7,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",8,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",9,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",10,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",11,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",12,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",13,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",14,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",15,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",16,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",17,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",18,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",19,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",20,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",21,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",22,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",23,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",24,11.5,8.4,81.8,NA,NA,NA
"2013-10-29",24.4,11.5,8.4,81.8,NA,NA,NA
"2013-12-02",0,4.5,14.3,117.3,NA,NA,NA
"2013-12-02",1,4.5,14.3,117.3,NA,NA,NA
"2013-12-02",2,4.5,14.3,117.3,NA,NA,NA
"2013-12-02",3,4.5,14.3,117.3,NA,NA,NA
"2013-12-02",4,4.5,14.3,117.3,NA,NA,NA
"2013-12-02",5,4.5,14.3,117.3,NA,NA,NA
"2013-12-02",6,4.5,14.2,116.5,NA,NA,NA
"2013-12-02",7,4.5,14.2,116.5,NA,NA,NA
"2013-12-02",8,4.5,14.2,116.5,NA,NA,NA
"2013-12-02",9,4.5,14.2,116.5,NA,NA,NA
"2013-12-02",10,4.5,14.2,116.5,NA,NA,NA
"2013-12-02",11,4.5,14.2,116.5,NA,NA,NA
"2013-12-02",12,4.5,14.2,116.5,NA,NA,NA
"2013-12-02",13,4.5,14.2,116.5,NA,NA,NA
"2013-12-02",14,4.5,14.2,116.5,NA,NA,NA
"2013-12-02",15,4.5,14.2,116.5,NA,NA,NA
"2013-12-02",16,4.5,14.2,116.5,NA,NA,NA
"2013-12-02",17,4.5,14.2,116.5,NA,NA,NA
"2013-12-02",18,4.5,14.2,116.5,NA,NA,NA
"2013-12-02",19,4.5,14.2,116.5,NA,NA,NA
"2013-12-02",20,4.5,14.2,116.5,NA,NA,NA
"2013-12-02",21,4.5,14.2,116.5,NA,NA,NA
"2013-12-02",22,4.5,14.2,116.5,NA,NA,NA
"2013-12-02",23,4.5,14.1,115.7,NA,NA,NA
"2013-12-02",24,4.5,14,114.9,NA,NA,NA
"2013-12-02",24.5,4.5,13,106.7,NA,NA,NA
"2014-02-03",0,0,13.9,100.9,NA,NA,NA
"2014-02-03",1,0.4,13.1,96.2,NA,NA,NA
"2014-02-03",2,0.4,13.1,96.2,NA,NA,NA
"2014-02-03",3,0.4,13.1,96.2,NA,NA,NA
"2014-02-03",4,0.4,13,95.4,NA,NA,NA
"2014-02-03",5,0.4,12.9,94.7,NA,NA,NA
"2014-02-03",6,0.4,12.8,94,NA,NA,NA
"2014-02-03",7,0.5,12.4,91.3,NA,NA,NA
"2014-02-03",8,0.6,12.1,89.3,NA,NA,NA
"2014-02-03",9,0.7,11.6,85.9,NA,NA,NA
"2014-02-03",10,0.9,10.6,78.9,NA,NA,NA
"2014-02-03",11,0.9,10.1,75.2,NA,NA,NA
"2014-02-03",12,1,9.9,73.9,NA,NA,NA
"2014-02-03",13,1.1,9.9,74.1,NA,NA,NA
"2014-02-03",14,1.2,9.3,69.8,NA,NA,NA
"2014-02-03",15,1.3,9.1,68.5,NA,NA,NA
"2014-02-03",16,1.5,7.4,56,NA,NA,NA
"2014-02-03",17,1.5,6.4,48.5,NA,NA,NA
"2014-02-03",18,1.6,5.7,43.3,NA,NA,NA
"2014-02-03",19,1.9,3.1,23.7,NA,NA,NA
"2014-02-03",20,2,0.6,4.6,NA,NA,NA
"2014-02-03",21,2,3.1,23.8,NA,NA,NA
"2014-02-03",22,2.8,0.3,2.4,NA,NA,NA
"2014-02-03",23,3,0.3,2.4,NA,NA,NA
"2014-02-03",23.6,3.4,0.3,2.4,NA,NA,NA
"2014-04-29",0,6.3,12.1,104,NA,NA,NA
"2014-04-29",1,6.3,12.1,104,NA,NA,NA
"2014-04-29",2,6.3,12.1,104,NA,NA,NA
"2014-04-29",3,6.3,12.1,104,NA,NA,NA
"2014-04-29",4,6.3,12.1,104,NA,NA,NA
"2014-04-29",5,6.3,12.1,104,NA,NA,NA
"2014-04-29",6,6.3,12.1,104,NA,NA,NA
"2014-04-29",7,6.3,12.1,104,NA,NA,NA
"2014-04-29",8,6.3,12.1,104,NA,NA,NA
"2014-04-29",9,6.3,12.1,104,NA,NA,NA
"2014-04-29",10,6.3,12.1,104,NA,NA,NA
"2014-04-29",11,6.3,12.1,104,NA,NA,NA
"2014-04-29",12,6.3,12.1,104,NA,NA,NA
"2014-04-29",13,6.3,12.1,104,NA,NA,NA
"2014-04-29",14,6.3,12.1,104,NA,NA,NA
"2014-04-29",15,6.2,12.1,103.7,NA,NA,NA
"2014-04-29",16,6.2,12.1,103.7,NA,NA,NA
"2014-04-29",17,6.2,12.1,103.7,NA,NA,NA
"2014-04-29",18,6.2,12.1,103.7,NA,NA,NA
"2014-04-29",19,6.2,12.1,103.7,NA,NA,NA
"2014-04-29",20,6.2,12.1,103.7,NA,NA,NA
"2014-04-29",21,6.2,12.1,103.7,NA,NA,NA
"2014-04-29",22,6.2,12.1,103.7,NA,NA,NA
"2014-04-29",23,6.1,12.1,103.4,NA,NA,NA
"2014-04-29",24,6.1,12.1,103.4,NA,NA,NA
"2014-04-29",24.5,6.1,12.1,103.4,NA,NA,NA
"2014-05-14",0,11.2,13.9,134.4,NA,NA,NA
"2014-05-14",1,11.1,14.4,138.9,NA,NA,NA
"2014-05-14",2,11.1,14.2,137,NA,NA,NA
"2014-05-14",3,11.1,14,135,NA,NA,NA
"2014-05-14",4,11.1,13.8,133.1,NA,NA,NA
"2014-05-14",5,11,13.7,131.8,NA,NA,NA
"2014-05-14",6,11,13.7,131.8,NA,NA,NA
"2014-05-14",7,11,13.5,129.9,NA,NA,NA
"2014-05-14",8,10.9,13.5,129.6,NA,NA,NA
"2014-05-14",9,10.9,13.4,128.6,NA,NA,NA
"2014-05-14",10,10.9,13.4,128.6,NA,NA,NA
"2014-05-14",11,10.9,13.1,125.8,NA,NA,NA
"2014-05-14",12,10.8,13,124.5,NA,NA,NA
"2014-05-14",13,10.6,12.9,123,NA,NA,NA
"2014-05-14",14,10.4,12.8,121.5,NA,NA,NA
"2014-05-14",15,10.3,12.7,120.2,NA,NA,NA
"2014-05-14",16,9.6,12.2,113.6,NA,NA,NA
"2014-05-14",17,8.8,11.4,104.2,NA,NA,NA
"2014-05-14",18,8.4,11,99.5,NA,NA,NA
"2014-05-14",19,8.4,10.9,98.6,NA,NA,NA
"2014-05-14",20,8.2,10.7,96.4,NA,NA,NA
"2014-05-14",21,8.1,10.3,92.5,NA,NA,NA
"2014-05-14",22,8,10,89.6,NA,NA,NA
"2014-05-14",23,8,10,89.6,NA,NA,NA
"2014-05-14",24,8,10,89.6,NA,NA,NA
"2014-05-14",24.3,8,10,89.6,NA,NA,NA
"2014-05-28",0,18.3,13.4,151.1,NA,NA,NA
"2014-05-28",1,18.1,13.6,152.7,NA,NA,NA
"2014-05-28",2,17.5,12.7,140.9,NA,NA,NA
"2014-05-28",3,17.1,12.1,133.1,NA,NA,NA
"2014-05-28",4,16.7,11.9,129.8,NA,NA,NA
"2014-05-28",5,14.3,10.4,107.8,NA,NA,NA
"2014-05-28",6,12.8,9.4,94.2,NA,NA,NA
"2014-05-28",7,12.1,9.3,91.8,NA,NA,NA
"2014-05-28",8,11.8,9.3,91.1,NA,NA,NA
"2014-05-28",9,11.3,9.7,94,NA,NA,NA
"2014-05-28",10,10.9,9.7,93.1,NA,NA,NA
"2014-05-28",11,10.7,9.4,89.8,NA,NA,NA
"2014-05-28",12,10.6,9.7,92.5,NA,NA,NA
"2014-05-28",13,10.5,9.7,92.3,NA,NA,NA
"2014-05-28",14,10.3,8.9,84.3,NA,NA,NA
"2014-05-28",15,9.9,9.2,86.3,NA,NA,NA
"2014-05-28",16,9.7,9,84,NA,NA,NA
"2014-05-28",17,9.6,8.9,82.9,NA,NA,NA
"2014-05-28",18,9.5,8.6,79.9,NA,NA,NA
"2014-05-28",19,9.3,8,74,NA,NA,NA
"2014-05-28",20,9.1,7.5,69,NA,NA,NA
"2014-05-28",21,9,7.4,67.9,NA,NA,NA
"2014-05-28",22,9,7.2,66.1,NA,NA,NA
"2014-05-28",23,8.8,6.8,62.1,NA,NA,NA
"2014-05-28",24,8.7,6.7,61.1,NA,NA,NA
"2014-05-28",24.4,8.7,4.5,41,NA,NA,NA
"2014-06-09",0,20.7,9.7,114.8,NA,NA,NA
"2014-06-09",1,20.6,9.5,112.2,NA,NA,NA
"2014-06-09",2,20.5,9.7,114.3,NA,NA,NA
"2014-06-09",3,20.4,9.6,112.9,NA,NA,NA
"2014-06-09",4,20.3,9.6,112.7,NA,NA,NA
"2014-06-09",4.5,20.3,9.3,109.2,NA,NA,NA
"2014-06-09",5,20.3,9.4,110.4,NA,NA,NA
"2014-06-09",5.5,18.3,7.5,84.6,NA,NA,NA
"2014-06-09",6,15.8,7.4,79.2,NA,NA,NA
"2014-06-09",7,14.6,7.5,78.2,NA,NA,NA
"2014-06-09",8,13.3,7.3,74,NA,NA,NA
"2014-06-09",9,12,7.6,74.8,NA,NA,NA
"2014-06-09",10,11.2,7.6,73.5,NA,NA,NA
"2014-06-09",11,10.9,7.4,71,NA,NA,NA
"2014-06-09",12,10.5,7.6,72.3,NA,NA,NA
"2014-06-09",13,10.1,6.7,63.1,NA,NA,NA
"2014-06-09",14,9.7,6.6,61.6,NA,NA,NA
"2014-06-09",15,9.6,6.5,60.5,NA,NA,NA
"2014-06-09",16,9.4,6.4,59.3,NA,NA,NA
"2014-06-09",17,9.3,6.1,56.4,NA,NA,NA
"2014-06-09",18,9.3,5.6,51.8,NA,NA,NA
"2014-06-09",19,9.1,4.4,40.5,NA,NA,NA
"2014-06-09",20,9,3.6,33.1,NA,NA,NA
"2014-06-09",21,9,3.5,32.1,NA,NA,NA
"2014-06-09",22,8.9,3.4,31.1,NA,NA,NA
"2014-06-09",23,8.9,3.2,29.3,NA,NA,NA
"2014-06-09",24,8.9,3,27.5,NA,NA,NA
"2014-06-09",24.2,8.9,2.7,24.7,NA,NA,NA
"2014-06-23",0,23.5,10.6,132.4,NA,NA,NA
"2014-06-23",1,22.6,10.9,133.8,NA,NA,NA
"2014-06-23",2,22.4,10.7,130.9,NA,NA,NA
"2014-06-23",3,22.2,10.2,124.3,NA,NA,NA
"2014-06-23",4,21.4,8.5,102,NA,NA,NA
"2014-06-23",5,20.7,7.6,89.9,NA,NA,NA
"2014-06-23",6,20.3,7.4,86.9,NA,NA,NA
"2014-06-23",7,19.6,7.3,84.5,NA,NA,NA
"2014-06-23",7.5,18.5,6.6,74.7,NA,NA,NA
"2014-06-23",8,17,6.3,69.2,NA,NA,NA
"2014-06-23",8.5,15.4,6.2,65.8,NA,NA,NA
"2014-06-23",9,14.5,5.4,56.2,NA,NA,NA
"2014-06-23",10,13,5.8,58.4,NA,NA,NA
"2014-06-23",11,12.3,5,49.6,NA,NA,NA
"2014-06-23",12,11.3,4.6,44.6,NA,NA,NA
"2014-06-23",13,10.8,4.5,43.1,NA,NA,NA
"2014-06-23",14,10.4,4.2,39.9,NA,NA,NA
"2014-06-23",15,9.9,3.9,36.6,NA,NA,NA
"2014-06-23",16,9.6,3.7,34.5,NA,NA,NA
"2014-06-23",17,9.4,2.2,20.4,NA,NA,NA
"2014-06-23",18,9.3,1.6,14.8,NA,NA,NA
"2014-06-23",19,9.2,1.6,14.8,NA,NA,NA
"2014-06-23",20,9.2,1.2,11.1,NA,NA,NA
"2014-06-23",21,9.1,0.5,4.6,NA,NA,NA
"2014-06-23",22,9.1,0.1,0.9,NA,NA,NA
"2014-06-23",23,9.1,0.1,0.9,NA,NA,NA
"2014-06-23",24,9.1,0.2,1.8,NA,NA,NA
"2014-06-23",24.4,9.1,0.2,1.8,NA,NA,NA
"2014-07-07",0,23.8,9.9,124.4,NA,NA,NA
"2014-07-07",1,23.4,9.6,119.7,NA,NA,NA
"2014-07-07",2,22.9,9.1,112.4,NA,NA,NA
"2014-07-07",3,22.8,8.8,108.5,NA,NA,NA
"2014-07-07",4,22.8,8.7,107.2,NA,NA,NA
"2014-07-07",5,22.7,8.3,102.1,NA,NA,NA
"2014-07-07",6,22.6,8,98.2,NA,NA,NA
"2014-07-07",7,22.3,7.5,91.6,NA,NA,NA
"2014-07-07",7.5,21.9,7,84.8,NA,NA,NA
"2014-07-07",8,19.1,3.3,37.8,NA,NA,NA
"2014-07-07",8.5,18.2,3.2,36,NA,NA,NA
"2014-07-07",9,15.7,2.9,31,NA,NA,NA
"2014-07-07",10,13.9,2,20.5,NA,NA,NA
"2014-07-07",11,12.2,2.1,20.8,NA,NA,NA
"2014-07-07",12,10.8,1.9,18.2,NA,NA,NA
"2014-07-07",13,10.3,1.4,13.3,NA,NA,NA
"2014-07-07",14,9.9,0.9,8.4,NA,NA,NA
"2014-07-07",15,9.8,0.9,8.4,NA,NA,NA
"2014-07-07",16,9.6,0.1,0.9,NA,NA,NA
"2014-07-07",17,9.5,0.1,0.9,NA,NA,NA
"2014-07-07",18,9.4,0.1,0.9,NA,NA,NA
"2014-07-07",19,9.3,0.1,0.9,NA,NA,NA
"2014-07-07",20,9.2,0.1,0.9,NA,NA,NA
"2014-07-07",21,9.2,0.1,0.9,NA,NA,NA
"2014-07-07",22,9.2,0.1,0.9,NA,NA,NA
"2014-07-07",23,9.1,0.1,0.9,NA,NA,NA
"2014-07-07",24,9.1,0.2,1.8,NA,NA,NA
"2014-07-07",24.8,9.1,0.2,1.8,NA,NA,NA
"2014-07-21",0,23.1,10.1,125.2,NA,NA,NA
"2014-07-21",1,23,10,123.7,NA,NA,NA
"2014-07-21",2,23,9.9,122.5,NA,NA,NA
"2014-07-21",3,23,9.8,121.3,NA,NA,NA
"2014-07-21",4,22.8,9.8,120.8,NA,NA,NA
"2014-07-21",5,22.2,8.2,99.9,NA,NA,NA
"2014-07-21",6,22.1,7.9,96.1,NA,NA,NA
"2014-07-21",7,21.1,4.9,58.4,NA,NA,NA
"2014-07-21",8,20.7,4.1,48.5,NA,NA,NA
"2014-07-21",9,19.9,2.4,28,NA,NA,NA
"2014-07-21",9.5,17.8,0.1,1.1,NA,NA,NA
"2014-07-21",10,15.8,0.1,1.1,NA,NA,NA
"2014-07-21",11,12.3,0.1,1,NA,NA,NA
"2014-07-21",12,11.6,0.2,2,NA,NA,NA
"2014-07-21",13,10.8,0.1,1,NA,NA,NA
"2014-07-21",14,10.4,0.2,1.9,NA,NA,NA
"2014-07-21",15,10.2,0.2,1.9,NA,NA,NA
"2014-07-21",16,9.8,0.2,1.9,NA,NA,NA
"2014-07-21",17,9.6,0.2,1.9,NA,NA,NA
"2014-07-21",18,9.5,0.2,1.9,NA,NA,NA
"2014-07-21",19,9.4,0.2,1.9,NA,NA,NA
"2014-07-21",20,9.3,0.2,1.8,NA,NA,NA
"2014-07-21",21,9.2,0.3,2.8,NA,NA,NA
"2014-07-21",22,9.1,0.3,2.8,NA,NA,NA
"2014-07-21",23,9.1,0.3,2.8,NA,NA,NA
"2014-07-21",24,9.1,0.3,2.8,NA,NA,NA
"2014-08-04",0,23.9,10.5,132.1,NA,NA,NA
"2014-08-04",1,23.9,10.8,135.9,NA,NA,NA
"2014-08-04",2,23.7,10.6,132.9,NA,NA,NA
"2014-08-04",3,23.5,10.4,129.9,NA,NA,NA
"2014-08-04",4,23.4,9.8,122.2,NA,NA,NA
"2014-08-04",5,23.3,9.9,123.2,NA,NA,NA
"2014-08-04",6,23,7.9,97.7,NA,NA,NA
"2014-08-04",7,22.3,6.3,76.9,NA,NA,NA
"2014-08-04",8,22.1,5.6,68.1,NA,NA,NA
"2014-08-04",9,19.3,0.1,1.2,NA,NA,NA
"2014-08-04",10,16.5,0.1,1.1,NA,NA,NA
"2014-08-04",11,14.1,0.1,1,NA,NA,NA
"2014-08-04",12,12.5,0.1,1,NA,NA,NA
"2014-08-04",13,11.8,0.1,1,NA,NA,NA
"2014-08-04",14,10.6,0.1,1,NA,NA,NA
"2014-08-04",15,10.5,0.1,1,NA,NA,NA
"2014-08-04",16,10,0.1,0.9,NA,NA,NA
"2014-08-04",17,9.8,0.1,0.9,NA,NA,NA
"2014-08-04",18,9.5,0.1,0.9,NA,NA,NA
"2014-08-04",19,9.4,0.1,0.9,NA,NA,NA
"2014-08-04",20,9.4,0.1,0.9,NA,NA,NA
"2014-08-04",21,9.3,0.1,0.9,NA,NA,NA
"2014-08-04",22,9.3,0.1,0.9,NA,NA,NA
"2014-08-04",23,9.3,0.1,0.9,NA,NA,NA
"2014-08-04",24,9.2,0.2,1.8,NA,NA,NA
"2014-08-04",24.2,9.2,0.2,1.8,NA,NA,NA
"2014-08-20",0,24.2,9.5,120.2,NA,NA,NA
"2014-08-20",1,23.9,9,113.3,NA,NA,NA
"2014-08-20",2,23.7,9.3,116.6,NA,NA,NA
"2014-08-20",3,23.6,8.8,110.1,NA,NA,NA
"2014-08-20",4,23.6,8.9,111.4,NA,NA,NA
"2014-08-20",5,23.6,8.9,111.4,NA,NA,NA
"2014-08-20",6,23.5,8.7,108.7,NA,NA,NA
"2014-08-20",7,23.3,7.8,97.1,NA,NA,NA
"2014-08-20",8,22.4,6.6,80.7,NA,NA,NA
"2014-08-20",9,20.7,1.3,15.4,NA,NA,NA
"2014-08-20",9.5,19.9,0.2,2.3,NA,NA,NA
"2014-08-20",10,19.2,0.1,1.1,NA,NA,NA
"2014-08-20",10.5,17.6,0.1,1.1,NA,NA,NA
"2014-08-20",11,15.1,0.1,1.1,NA,NA,NA
"2014-08-20",12,13.2,0.2,2,NA,NA,NA
"2014-08-20",13,11.9,0.2,2,NA,NA,NA
"2014-08-20",14,11.1,0.3,2.9,NA,NA,NA
"2014-08-20",15,10.4,0.3,2.8,NA,NA,NA
"2014-08-20",16,10.2,0.4,3.8,NA,NA,NA
"2014-08-20",17,10.1,0.4,3.8,NA,NA,NA
"2014-08-20",18,9.9,0.4,3.8,NA,NA,NA
"2014-08-20",19,9.8,0.5,4.7,NA,NA,NA
"2014-08-20",20,9.7,0.5,4.7,NA,NA,NA
"2014-08-20",21,9.6,0.5,4.7,NA,NA,NA
"2014-08-20",22,9.6,0.5,4.7,NA,NA,NA
"2014-08-20",23,9.6,0.5,4.7,NA,NA,NA
"2014-08-20",24,9.4,0.4,3.7,NA,NA,NA
"2014-08-20",24.2,9.4,0.4,3.7,NA,NA,NA
"2014-09-02",0,23.8,8.3,104.3,NA,NA,NA
"2014-09-02",1,23.7,8.3,104.1,NA,NA,NA
"2014-09-02",2,23.7,8.2,102.8,NA,NA,NA
"2014-09-02",3,23.6,8.2,102.6,NA,NA,NA
"2014-09-02",4,23.6,8.2,102.6,NA,NA,NA
"2014-09-02",5,23.6,8.1,101.4,NA,NA,NA
"2014-09-02",6,23.6,8.1,101.4,NA,NA,NA
"2014-09-02",7,23.6,8.2,102.6,NA,NA,NA
"2014-09-02",8,23.6,8,100.1,NA,NA,NA
"2014-09-02",8.5,23.6,7.8,97.6,NA,NA,NA
"2014-09-02",9,23.6,7.8,97.6,NA,NA,NA
"2014-09-02",9.5,23.5,7.5,93.7,NA,NA,NA
"2014-09-02",10,19.8,0,0,NA,NA,NA
"2014-09-02",10.5,17.1,0,0,NA,NA,NA
"2014-09-02",11,16.9,0,0,NA,NA,NA
"2014-09-02",12,15.2,0,0,NA,NA,NA
"2014-09-02",13,13.5,0,0,NA,NA,NA
"2014-09-02",14,12.1,0,0,NA,NA,NA
"2014-09-02",15,11.2,0,0,NA,NA,NA
"2014-09-02",16,10.7,0,0,NA,NA,NA
"2014-09-02",17,10.4,0,0,NA,NA,NA
"2014-09-02",18,10,0,0,NA,NA,NA
"2014-09-02",19,10,0,0,NA,NA,NA
"2014-09-02",20,9.9,0,0,NA,NA,NA
"2014-09-02",21,9.7,0,0,NA,NA,NA
"2014-09-02",22,9.7,0,0,NA,NA,NA
"2014-09-02",23,9.6,0,0,NA,NA,NA
"2014-09-02",23.3,9.6,0.1,0.9,NA,NA,NA
"2014-09-28",0,20.3,11.1,130.3,NA,NA,NA
"2014-09-28",1,20.3,11,129.1,NA,NA,NA
"2014-09-28",2,20.1,11.1,129.8,NA,NA,NA
"2014-09-28",3,19.2,11.3,129.8,NA,NA,NA
"2014-09-28",4,18.9,10.6,121,NA,NA,NA
"2014-09-28",5,18.4,9.8,110.7,NA,NA,NA
"2014-09-28",6,18.3,9.8,110.5,NA,NA,NA
"2014-09-28",7,18.2,9.1,102.4,NA,NA,NA
"2014-09-28",8,18.1,8.7,97.7,NA,NA,NA
"2014-09-28",9,18,8.4,94.1,NA,NA,NA
"2014-09-28",10,17.9,8,89.5,NA,NA,NA
"2014-09-28",11,17.5,5.8,64.3,NA,NA,NA
"2014-09-28",12,17.3,4.9,54.1,NA,NA,NA
"2014-09-28",13,15.2,0.2,2.1,NA,NA,NA
"2014-09-28",14,12.7,0.2,2,NA,NA,NA
"2014-09-28",15,11.1,0.3,2.9,NA,NA,NA
"2014-09-28",16,10.6,0.3,2.9,NA,NA,NA
"2014-09-28",17,10.3,0.3,2.8,NA,NA,NA
"2014-09-28",18,10.1,0.3,2.8,NA,NA,NA
"2014-09-28",19,9.9,0.3,2.8,NA,NA,NA
"2014-09-28",20,9.9,0.4,3.8,NA,NA,NA
"2014-09-28",21,9.9,0.4,3.8,NA,NA,NA
"2014-09-28",22,9.8,0.5,4.7,NA,NA,NA
"2014-09-28",23,9.7,0.5,4.7,NA,NA,NA
"2014-09-28",24,9.6,0.6,5.6,NA,NA,NA
"2014-09-28",24.3,9.7,0.3,2.8,NA,NA,NA
"2014-10-30",0,12.2,8.4,83.1,NA,NA,NA
"2014-10-30",1,12.2,8.5,84.1,NA,NA,NA
"2014-10-30",2,12.2,8.6,85.1,NA,NA,NA
"2014-10-30",3,12.2,8.5,84.1,NA,NA,NA
"2014-10-30",4,12.2,8.3,82.1,NA,NA,NA
"2014-10-30",5,12.2,8.4,83.1,NA,NA,NA
"2014-10-30",6,12.2,8.1,80.1,NA,NA,NA
"2014-10-30",7,12.2,8.4,83.1,NA,NA,NA
"2014-10-30",8,12.2,8.4,83.1,NA,NA,NA
"2014-10-30",9,12.2,8.4,83.1,NA,NA,NA
"2014-10-30",10,12.2,8.2,81.1,NA,NA,NA
"2014-10-30",11,12.2,8.2,81.1,NA,NA,NA
"2014-10-30",12,12.2,8.2,81.1,NA,NA,NA
"2014-10-30",13,12.2,8.1,80.1,NA,NA,NA
"2014-10-30",14,12.2,8.3,82.1,NA,NA,NA
"2014-10-30",15,12.2,8.3,82.1,NA,NA,NA
"2014-10-30",16,12.2,8.3,82.1,NA,NA,NA
"2014-10-30",17,12.2,8.1,80.1,NA,NA,NA
"2014-10-30",18,12.2,8.1,80.1,NA,NA,NA
"2014-10-30",19,12.2,8.1,80.1,NA,NA,NA
"2014-10-30",20,12.2,7.9,78.1,NA,NA,NA
"2014-10-30",21,12.2,7.8,77.1,NA,NA,NA
"2014-10-30",22,11.8,1.6,15.7,NA,NA,NA
"2014-10-30",23,11.7,1.2,11.7,NA,NA,NA
"2014-10-30",24,11.7,1.2,11.7,NA,NA,NA
"2015-02-11",0,0.1,14.7,107,NA,NA,NA
"2015-02-11",1,0.4,13.7,100.6,NA,NA,NA
"2015-02-11",2,0.5,13.3,97.9,NA,NA,NA
"2015-02-11",3,0.5,13.2,97.2,NA,NA,NA
"2015-02-11",4,0.5,13.3,97.9,NA,NA,NA
"2015-02-11",5,0.5,13.1,96.4,NA,NA,NA
"2015-02-11",6,0.6,13.3,98.2,NA,NA,NA
"2015-02-11",7,0.6,13.3,98.2,NA,NA,NA
"2015-02-11",8,0.6,13.4,98.9,NA,NA,NA
"2015-02-11",9,0.6,13.2,97.4,NA,NA,NA
"2015-02-11",10,0.6,12.8,94.5,NA,NA,NA
"2015-02-11",11,0.7,12.5,92.5,NA,NA,NA
"2015-02-11",12,0.8,12.1,89.8,NA,NA,NA
"2015-02-11",13,0.8,12,89.1,NA,NA,NA
"2015-02-11",14,0.9,11.4,84.9,NA,NA,NA
"2015-02-11",15,0.9,9.6,71.5,NA,NA,NA
"2015-02-11",16,1,8.2,61.2,NA,NA,NA
"2015-02-11",17,1.2,7.3,54.8,NA,NA,NA
"2015-02-11",18,1.3,5.6,42.2,NA,NA,NA
"2015-02-11",19,1.5,4.3,32.6,NA,NA,NA
"2015-02-11",20,1.6,3.5,26.6,NA,NA,NA
"2015-02-11",21,1.8,1.9,14.5,NA,NA,NA
"2015-02-11",22,2.2,0.5,3.9,NA,NA,NA
"2015-02-11",23,2.4,0.5,3.9,NA,NA,NA
"2015-02-11",23.5,2.6,0.5,3.9,NA,NA,NA
"2015-04-10",0,4.6,13.6,111.9,NA,NA,NA
"2015-04-10",1,4.4,13.7,112.1,NA,NA,NA
"2015-04-10",2,4.1,13.6,110.4,NA,NA,NA
"2015-04-10",3,4.1,13.6,110.4,NA,NA,NA
"2015-04-10",4,4,13.5,109.3,NA,NA,NA
"2015-04-10",5,4,13.5,109.3,NA,NA,NA
"2015-04-10",6,4,13.4,108.5,NA,NA,NA
"2015-04-10",7,4,13.4,108.5,NA,NA,NA
"2015-04-10",8,4,13.4,108.5,NA,NA,NA
"2015-04-10",9,4,13.4,108.5,NA,NA,NA
"2015-04-10",10,4,13.3,107.7,NA,NA,NA
"2015-04-10",11,3.9,13.3,107.4,NA,NA,NA
"2015-04-10",12,3.9,13.3,107.4,NA,NA,NA
